State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
New York,Rensselaer,1981,362,200,126,33,3,0,0,172,99,47,7,0,130,225,0,0
New York,Richmond,1981,329,138,107,61,13,10,0,279,135,58,0,0,153,176,0,0
New York,Schenectady,1981,359,251,101,7,0,0,0,136,76,40,32,0,128,199,0,0
New York,Suffolk,1981,360,278,63,10,8,1,0,201,77,33,0,0,205,155,0,0
New York,Warren,1981,358,250,83,22,3,0,0,200,91,35,0,0,103,255,0,0
New York,Wayne,1981,310,275,22,11,1,1,0,208,58,26,0,0,310,0,0,0
New York,Westchester,1981,365,220,110,26,9,0,0,197,100,45,19,0,125,221,0,0
North Carolina,Beaufort,1981,365,165,48,35,117,0,0,200,200,65,0,0,0,365,0,0
North Carolina,Buncombe,1981,167,102,53,12,0,0,0,136,90,47,0,0,167,0,0,0
North Carolina,Caldwell,1981,119,79,35,4,1,0,0,166,87,44,0,0,119,0,0,0
North Carolina,Columbus,1981,330,244,51,31,4,0,0,200,101,17,0,0,0,330,0,0
North Carolina,Cumberland,1981,200,115,58,25,2,0,0,182,108,47,0,0,200,0,0,0
North Carolina,Durham,1981,329,184,130,12,3,0,0,158,86,47,329,0,0,0,0,0
North Carolina,Forsyth,1981,342,280,34,19,9,0,0,185,84,33,172,0,170,0,0,0
North Carolina,Granville,1981,223,129,74,19,1,0,0,164,100,48,0,0,223,0,0,0
North Carolina,Guilford,1981,212,138,48,23,3,0,0,156,108,44,0,0,212,0,0,0
North Carolina,Iredell,1981,316,222,58,29,7,0,0,200,105,21,0,0,0,316,0,0
North Carolina,Jones,1981,306,260,42,4,0,0,0,136,61,35,0,0,306,0,0,0
North Carolina,Mecklenburg,1981,365,81,182,73,29,0,0,200,143,68,150,0,151,64,0,0
North Carolina,New Hanover,1981,141,85,48,7,1,0,0,166,93,45,0,0,141,0,0,0
North Carolina,Rockingham,1981,91,83,8,0,0,0,0,84,46,23,0,0,0,91,0,0
North Carolina,Wake,1981,355,162,160,25,8,0,0,177,97,53,231,0,124,0,0,0
North Dakota,Billings,1981,365,292,51,21,1,0,0,172,75,14,0,0,0,365,0,0
North Dakota,Dunn,1981,365,317,47,1,0,0,0,115,58,34,0,2,332,31,0,0
North Dakota,McKenzie,1981,364,338,18,8,0,0,0,148,36,4,0,0,0,364,0,0
North Dakota,Mercer,1981,365,335,27,3,0,0,0,112,47,34,0,14,299,52,0,0
North Dakota,Oliver,1981,363,331,24,8,0,0,0,126,49,34,0,5,335,23,0,0
North Dakota,Williams,1981,106,106,0,0,0,0,0,13,0,0,0,0,0,106,0,0
Ohio,Allen,1981,316,260,45,11,0,0,0,147,65,26,0,0,110,206,0,0
Ohio,Ashtabula,1981,365,180,117,49,17,2,0,230,122,51,0,0,163,202,0,0
Ohio,Butler,1981,364,191,117,50,6,0,0,174,106,49,4,17,159,184,0,0
Ohio,Clark,1981,331,268,34,19,7,3,0,217,87,31,0,0,331,0,0,0
Ohio,Clermont,1981,365,188,126,45,6,0,0,174,112,50,0,0,170,195,0,0
Ohio,Clinton,1981,322,226,53,27,14,2,0,205,119,37,0,0,322,0,0,0
Ohio,Columbiana,1981,339,93,103,119,24,0,0,200,141,87,0,0,0,339,0,0
Ohio,Coshocton,1981,26,26,0,0,0,0,0,26,17,7,0,0,0,26,0,0
Ohio,Cuyahoga,1981,365,82,151,119,12,1,0,209,131,81,23,15,29,298,0,0
Ohio,Franklin,1981,365,107,192,56,10,0,0,195,116,64,106,61,79,119,0,0
Ohio,Hamilton,1981,365,66,123,144,32,0,0,200,149,100,2,61,51,251,0,0
Ohio,Hocking,1981,309,247,49,11,2,0,0,161,77,33,0,0,309,0,0,0
Ohio,Jefferson,1981,365,79,135,114,37,0,0,200,153,81,39,15,16,295,0,0
Ohio,Lake,1981,365,122,164,66,13,0,0,190,119,63,81,0,59,225,0,0
Ohio,Lawrence,1981,259,206,46,7,0,0,0,125,65,31,0,0,0,259,0,0
Ohio,Lorain,1981,365,179,105,71,10,0,0,200,129,51,0,0,110,255,0,0
Ohio,Lucas,1981,365,109,122,95,32,7,0,209,156,76,16,0,99,250,0,0
Ohio,Mahoning,1981,365,110,175,72,6,2,0,215,115,69,15,173,63,114,0,0
Ohio,Medina,1981,330,274,41,10,5,0,0,185,74,29,0,0,330,0,0,0
Ohio,Meigs,1981,283,200,46,30,7,0,0,178,116,27,0,0,0,283,0,0
Ohio,Mercer,1981,47,36,8,3,0,0,0,147,97,37,0,0,47,0,0,0
Ohio,Monroe,1981,156,68,66,18,4,0,0,200,103,56,0,0,0,156,0,0
Ohio,Montgomery,1981,365,190,126,32,15,2,0,208,105,50,22,118,151,74,0,0
Ohio,Portage,1981,307,218,46,19,18,6,0,254,129,38,0,0,307,0,0,0
Ohio,Preble,1981,363,294,36,22,10,1,0,201,87,31,0,0,363,0,0,0
Ohio,Richland,1981,267,224,41,2,0,0,0,105,64,20,0,0,0,267,0,0
Ohio,Scioto,1981,275,235,36,4,0,0,0,121,62,26,0,0,0,275,0,0
Ohio,Stark,1981,362,162,146,45,6,3,0,204,111,56,3,23,106,230,0,0
Ohio,Summit,1981,365,55,112,131,65,2,0,232,175,104,9,0,38,318,0,0
Ohio,Trumbull,1981,342,223,73,46,0,0,0,139,106,36,0,69,0,273,0,0
Ohio,Tuscarawas,1981,161,95,39,23,4,0,0,157,112,41,0,0,0,161,0,0
Ohio,Warren,1981,362,257,65,27,12,1,0,210,101,36,0,0,307,55,0,0
Ohio,Washington,1981,120,64,38,18,0,0,0,134,105,49,0,0,0,120,0,0
Oklahoma,Cleveland,1981,219,202,17,0,0,0,0,80,48,31,0,41,178,0,0,0
Oklahoma,Comanche,1981,34,34,0,0,0,0,0,4,4,0,0,0,0,34,0,0
Oklahoma,Garvin,1981,132,132,0,0,0,0,0,36,9,0,0,0,0,132,0,0
Oklahoma,McClain,1981,76,60,15,1,0,0,0,108,67,39,0,0,76,0,0,0
Oklahoma,Muskogee,1981,37,37,0,0,0,0,0,39,20,7,0,0,0,37,0,0
Oklahoma,Oklahoma,1981,365,191,144,22,8,0,0,174,97,48,16,129,220,0,0,0
Oklahoma,Stephens,1981,88,88,0,0,0,0,0,34,17,10,0,0,0,88,0,0
Oklahoma,Tulsa,1981,365,87,182,80,16,0,0,200,122,76,66,54,113,132,0,0
Oregon,Clackamas,1981,363,331,13,13,3,3,0,258,48,29,0,0,363,0,0,0
Oregon,Columbia,1981,170,151,13,2,4,0,0,172,51,31,0,0,170,0,0,0
Oregon,Crook,1981,314,310,4,0,0,0,0,61,42,32,0,0,314,0,0,0
Oregon,Jackson,1981,365,46,283,33,3,0,0,193,100,72,336,2,27,0,0,0
Oregon,Josephine,1981,358,172,169,17,0,0,0,136,92,51,358,0,0,0,0,0
Oregon,Lane,1981,352,221,118,8,2,3,0,215,75,45,213,0,139,0,0,0
Oregon,Marion,1981,353,278,68,4,3,0,0,200,61,36,198,0,155,0,0,0
Oregon,Multnomah,1981,365,59,221,82,3,0,0,198,112,75,195,14,0,156,0,0
Pennsylvania,Allegheny,1981,365,10,80,152,118,5,0,224,197,126,15,18,38,294,0,0
Pennsylvania,Beaver,1981,365,87,121,144,12,1,0,203,130,92,0,13,70,282,0,0
Pennsylvania,Berks,1981,358,146,147,42,17,6,0,240,123,55,0,82,117,159,0,0
Pennsylvania,Blair,1981,322,220,81,18,3,0,0,161,87,42,2,50,156,114,0,0
Pennsylvania,Bucks,1981,352,174,130,32,11,5,0,219,110,51,0,163,106,83,0,0
Pennsylvania,Butler,1981,306,120,116,63,7,0,0,200,118,60,0,0,86,220,0,0
Pennsylvania,Cambria,1981,347,99,178,63,6,1,0,204,114,66,2,49,92,204,0,0
Pennsylvania,Dauphin,1981,346,234,85,21,4,2,0,235,84,41,0,112,140,94,0,0
Pennsylvania,Delaware,1981,356,140,147,45,21,3,0,241,119,61,0,98,114,144,0,0
Pennsylvania,Erie,1981,340,168,107,55,9,1,0,208,115,51,0,54,93,193,0,0
Pennsylvania,Lackawanna,1981,361,190,122,44,5,0,0,182,104,49,0,80,165,116,0,0
Pennsylvania,Lancaster,1981,352,225,95,17,13,2,0,229,97,44,0,105,147,100,0,0
Pennsylvania,Lawrence,1981,347,143,150,46,7,1,0,209,108,57,0,154,74,119,0,0
Pennsylvania,Lehigh,1981,348,201,106,28,11,2,0,206,108,47,0,87,161,100,0,0
Pennsylvania,Luzerne,1981,345,176,156,12,1,0,0,156,79,50,0,190,70,85,0,0
Pennsylvania,Lycoming,1981,312,248,55,6,1,2,0,280,67,34,0,0,186,126,0,0
Pennsylvania,Mercer,1981,319,225,73,15,5,1,0,227,86,39,0,0,154,165,0,0
Pennsylvania,Montgomery,1981,347,196,116,21,7,7,0,267,101,48,0,98,131,118,0,0
Pennsylvania,Northampton,1981,363,133,172,50,8,0,0,192,110,60,0,85,108,170,0,0
Pennsylvania,Perry,1981,301,242,48,6,5,0,0,177,74,36,0,0,191,110,0,0
Pennsylvania,Philadelphia,1981,365,18,188,125,29,5,0,226,143,94,36,87,52,190,0,0
Pennsylvania,Washington,1981,343,166,127,40,6,4,0,225,107,51,0,55,102,186,0,0
Pennsylvania,Westmoreland,1981,280,149,92,32,4,3,0,208,105,47,0,41,32,207,0,0
Pennsylvania,York,1981,336,186,124,20,5,1,0,212,90,47,0,146,88,102,0,0
Puerto Rico,Bayamon,1981,129,123,5,1,0,0,0,133,34,9,0,0,0,129,0,0
Puerto Rico,Guayama,1981,137,134,3,0,0,0,0,61,26,7,0,0,0,137,0,0
Puerto Rico,Guayanilla,1981,208,56,57,92,3,0,0,181,128,94,0,0,0,208,0,0
Puerto Rico,Guaynabo,1981,174,125,36,13,0,0,0,131,90,24,0,0,0,174,0,0
Puerto Rico,San Juan,1981,169,103,55,9,2,0,0,158,77,42,169,0,0,0,0,0
Puerto Rico,Toa Baja,1981,206,189,17,0,0,0,0,100,46,21,0,0,111,95,0,0
Rhode Island,Kent,1981,346,259,49,16,12,10,0,245,108,38,0,0,346,0,0,0
Rhode Island,Providence,1981,365,105,183,70,7,0,0,195,116,65,79,33,56,197,0,0
South Carolina,Beaufort,1981,155,126,22,6,1,0,0,151,77,31,0,0,155,0,0,0
South Carolina,Berkeley,1981,354,277,71,3,3,0,0,159,71,35,0,0,341,13,0,0
South Carolina,Charleston,1981,342,286,47,9,0,0,0,137,62,20,88,0,0,254,0,0
South Carolina,Chester,1981,347,234,77,29,6,1,0,206,101,41,0,0,347,0,0,0
South Carolina,Colleton,1981,198,131,52,13,2,0,0,161,97,44,0,0,198,0,0,0
South Carolina,Darlington,1981,171,93,52,17,9,0,0,177,115,49,0,0,171,0,0,0
South Carolina,Edgefield,1981,281,206,52,23,0,0,0,147,93,39,0,0,281,0,0,0
South Carolina,Georgetown,1981,268,193,42,27,6,0,0,200,107,16,0,0,0,268,0,0
South Carolina,Greenville,1981,344,210,100,25,9,0,0,177,100,45,90,0,236,18,0,0
South Carolina,Horry,1981,184,114,52,15,3,0,0,172,100,46,0,0,184,0,0,0
South Carolina,Lexington,1981,173,81,58,32,2,0,0,151,115,54,0,0,173,0,0,0
South Carolina,Pickens,1981,203,98,79,22,4,0,0,179,115,51,0,0,203,0,0,0
South Carolina,Richland,1981,365,212,97,53,3,0,0,187,108,44,40,1,297,27,0,0
South Carolina,York,1981,362,234,90,37,1,0,0,189,101,38,210,0,0,152,0,0
Tennessee,Anderson,1981,363,188,117,57,1,0,0,158,110,47,0,0,0,363,0,0
Tennessee,Benton,1981,354,139,62,105,48,0,0,200,165,81,0,0,0,354,0,0
Tennessee,Blount,1981,352,206,82,56,8,0,0,166,114,41,0,0,0,352,0,0
Tennessee,Cocke,1981,358,209,102,46,1,0,0,186,105,43,0,0,0,358,0,0
Tennessee,Davidson,1981,365,96,250,17,2,0,0,158,93,63,301,0,32,32,0,0
Tennessee,Giles,1981,343,286,48,9,0,0,0,143,61,34,0,3,340,0,0,0
Tennessee,Hamilton,1981,361,249,66,33,11,2,0,218,112,40,0,0,361,0,0,0
Tennessee,Hawkins,1981,362,92,64,139,67,0,0,200,173,107,0,0,0,362,0,0
Tennessee,Houston,1981,349,229,63,46,11,0,0,200,120,36,0,0,0,349,0,0
Tennessee,Humphreys,1981,357,68,60,130,99,0,0,200,200,121,0,0,0,357,0,0
Tennessee,Knox,1981,365,70,216,55,24,0,0,200,136,72,263,0,102,0,0,0
Tennessee,Maury,1981,365,121,157,79,8,0,0,200,110,66,0,0,52,313,0,0
Tennessee,Meigs,1981,361,232,41,63,25,0,0,200,130,26,0,0,0,361,0,0
Tennessee,Montgomery,1981,361,190,106,60,5,0,0,200,112,46,0,0,0,361,0,0
Tennessee,Morgan,1981,195,166,23,6,0,0,0,125,62,14,0,0,0,195,0,0
Tennessee,Polk,1981,360,94,82,114,70,0,0,200,183,103,0,0,0,360,0,0
Tennessee,Rhea,1981,339,302,21,12,4,0,0,174,56,14,0,0,0,339,0,0
Tennessee,Roane,1981,365,159,107,89,10,0,0,200,116,56,0,0,121,244,0,0
Tennessee,Shelby,1981,365,35,116,160,52,2,0,207,164,107,40,7,48,270,0,0
Tennessee,Stewart,1981,349,178,91,72,8,0,0,182,116,49,0,0,0,349,0,0
Tennessee,Sullivan,1981,365,56,95,184,30,0,0,200,148,108,4,7,45,309,0,0
Tennessee,Sumner,1981,365,237,66,49,12,1,0,206,113,33,0,0,139,226,0,0
Tennessee,Wilson,1981,356,186,86,70,14,0,0,200,125,43,0,0,0,356,0,0
Texas,Bexar,1981,361,271,69,16,4,1,0,208,77,38,48,56,253,4,0,0
Texas,Brazoria,1981,300,241,36,11,10,2,0,238,84,34,0,75,169,56,0,0
Texas,Chambers,1981,140,93,27,10,6,4,0,257,133,43,0,0,140,0,0,0
Texas,Dallas,1981,365,168,129,38,23,7,0,229,140,56,56,99,204,6,0,0
Texas,Denton,1981,317,212,61,24,19,1,0,212,119,39,0,0,317,0,0,0
Texas,Ector,1981,323,267,50,6,0,0,0,122,61,38,11,68,226,18,0,0
Texas,El Paso,1981,351,53,88,126,83,1,0,203,200,107,17,49,44,241,0,0
Texas,Galveston,1981,61,45,10,6,0,0,0,116,100,42,0,0,28,33,0,0
Texas,Gregg,1981,306,230,47,21,8,0,0,190,93,37,0,29,246,31,0,0
Texas,Harris,1981,365,82,147,69,29,38,0,292,202,81,3,86,201,75,0,0
Texas,Jefferson,1981,351,118,106,102,22,3,0,210,140,81,2,13,113,223,0,0
Texas,Nueces,1981,160,110,32,13,5,0,0,200,105,42,0,0,103,57,0,0
Texas,Orange,1981,322,254,48,10,10,0,0,200,79,34,0,86,173,63,0,0
Texas,San Patricio,1981,198,158,25,5,8,2,0,206,90,32,0,0,191,7,0,0
Texas,Tarrant,1981,362,219,96,34,13,0,0,200,112,47,22,86,222,32,0,0
Texas,Travis,1981,325,251,53,12,9,0,0,195,77,35,0,0,318,7,0,0
Utah,Davis,1981,362,168,130,53,10,1,0,201,116,56,12,74,177,99,0,0
Utah,Emery,1981,345,335,9,1,0,0,0,112,38,19,0,162,0,183,0,0
Utah,Salt Lake,1981,365,3,32,192,138,0,0,200,200,139,4,2,11,348,0,0
Utah,Tooele,1981,328,220,78,27,3,0,0,200,94,29,0,0,0,328,0,0
Utah,Utah,1981,365,146,169,27,18,5,0,246,116,57,110,160,95,0,0,0
Utah,Weber,1981,362,180,166,15,1,0,0,154,89,51,88,110,164,0,0,0
Vermont,Addison,1981,302,270,28,3,1,0,0,174,51,32,0,0,302,0,0,0
Vermont,Bennington,1981,223,207,16,0,0,0,0,91,46,21,0,0,0,223,0,0
Vermont,Chittenden,1981,364,313,45,6,0,0,0,138,54,29,74,0,152,138,0,0
Vermont,Rutland,1981,221,165,48,8,0,0,0,110,69,30,0,0,0,221,0,0
Vermont,Washington,1981,221,184,37,0,0,0,0,100,56,23,0,0,0,221,0,0
Vermont,Windsor,1981,167,154,12,1,0,0,0,129,49,32,0,0,167,0,0,0
Virginia,Alexandria City,1981,331,187,119,13,11,1,0,208,95,47,23,151,88,69,0,0
Virginia,Arlington,1981,363,203,119,27,13,1,0,213,105,47,25,171,88,79,0,0
Virginia,Bristol City,1981,314,305,7,2,0,0,0,115,36,19,0,0,0,314,0,0
Virginia,Chesapeake City,1981,343,158,141,37,7,0,0,200,104,54,0,0,120,223,0,0
Virginia,Chesterfield,1981,163,77,54,23,7,2,0,208,126,51,0,0,163,0,0,0
Virginia,Fairfax,1981,365,172,147,31,13,2,0,256,112,52,37,114,113,101,0,0
Virginia,Fairfax City,1981,365,241,99,19,6,0,0,174,87,44,31,93,162,79,0,0
Virginia,Fauquier,1981,50,29,14,6,1,0,0,156,108,47,0,0,50,0,0,0
Virginia,Fredericksburg City,1981,154,105,30,13,5,1,0,201,108,44,0,0,154,0,0,0
Virginia,Hampton City,1981,354,202,122,26,4,0,0,187,97,47,0,0,219,135,0,0
Virginia,Hanover,1981,348,238,72,27,11,0,0,182,108,39,0,0,348,0,0,0
Virginia,Henrico,1981,241,158,61,18,4,0,0,187,100,43,20,0,169,52,0,0
Virginia,Hopewell City,1981,351,229,96,25,1,0,0,159,87,43,0,0,0,351,0,0
Virginia,Newport News City,1981,334,317,17,0,0,0,0,75,43,20,334,0,0,0,0,0
Virginia,Norfolk City,1981,331,318,13,0,0,0,0,68,41,20,331,0,0,0,0,0
Virginia,Northampton,1981,167,76,51,29,10,1,0,214,136,54,0,0,167,0,0,0
Virginia,Richmond City,1981,358,243,100,14,1,0,0,169,80,38,196,100,0,62,0,0
Virginia,Roanoke,1981,252,213,32,7,0,0,0,150,68,33,0,165,87,0,0,0
Virginia,Salem City,1981,353,263,67,19,4,0,0,197,87,36,72,0,196,85,0,0
Virginia,Smyth,1981,360,271,74,15,0,0,0,136,84,32,0,0,181,179,0,0
Virginia,Virginia Beach City,1981,362,231,100,23,6,2,0,205,84,44,4,83,195,80,0,0
Washington,Clallam,1981,354,150,114,81,9,0,0,200,121,56,0,0,0,354,0,0
Washington,Clark,1981,357,304,49,3,1,0,0,151,60,33,188,0,169,0,0,0
Washington,Cowlitz,1981,325,319,6,0,0,0,0,81,14,14,0,0,0,325,0,0
Washington,King,1981,365,23,176,136,27,3,0,220,143,94,145,24,6,190,0,0
Washington,Pierce,1981,365,100,147,76,36,6,0,223,157,70,173,0,33,159,0,0
Washington,Snohomish,1981,353,231,82,37,3,0,0,200,103,32,0,0,56,297,0,0
Washington,Spokane,1981,365,39,234,72,19,1,0,203,131,81,322,0,7,36,0,0
Washington,Yakima,1981,344,290,51,3,0,0,0,118,60,22,344,0,0,0,0,0
West Virginia,Kanawha,1981,365,189,130,46,0,0,0,146,105,49,3,86,100,176,0,0
West Virginia,Ohio,1981,284,222,38,21,3,0,0,177,93,15,196,3,14,71,0,0
Wisconsin,Brown,1981,350,51,54,134,111,0,0,200,200,124,0,0,29,321,0,0
Wisconsin,Buffalo,1981,346,272,56,17,1,0,0,172,77,35,0,22,208,116,0,0
Wisconsin,Columbia,1981,363,274,74,14,1,0,0,159,74,37,0,17,252,94,0,0
Wisconsin,Dane,1981,365,131,156,71,7,0,0,200,115,61,0,0,78,287,0,0
Wisconsin,Douglas,1981,169,157,10,2,0,0,0,112,45,31,0,0,169,0,0,0
Wisconsin,Grant,1981,222,154,50,16,2,0,0,169,99,41,0,1,191,30,0,0
Wisconsin,Kenosha,1981,355,232,88,24,6,5,0,230,99,41,0,108,105,142,0,0
Wisconsin,La Crosse,1981,251,221,24,5,1,0,0,164,56,34,0,42,173,36,0,0
Wisconsin,Marathon,1981,365,92,70,98,105,0,0,200,200,107,0,0,5,360,0,0
Wisconsin,Milwaukee,1981,346,86,129,109,12,10,0,232,141,86,12,39,73,222,0,0
Wisconsin,Oconto,1981,113,110,2,1,0,0,0,120,42,27,0,0,81,32,0,0
Wisconsin,Oneida,1981,340,187,36,53,64,0,0,200,180,27,0,0,0,340,0,0
Wisconsin,Outagamie,1981,186,161,19,5,1,0,0,159,64,35,0,0,186,0,0,0
Wisconsin,Ozaukee,1981,320,280,21,10,7,2,0,208,69,27,0,98,222,0,0,0
Wisconsin,Portage,1981,93,92,1,0,0,0,0,92,39,23,0,0,0,93,0,0
Wisconsin,Racine,1981,345,257,53,20,8,7,0,245,101,33,33,11,198,103,0,0
Wisconsin,Rock,1981,365,112,124,107,21,1,0,201,135,76,0,12,109,244,0,0
Wisconsin,Sheboygan,1981,353,206,72,57,17,1,0,205,122,40,0,21,165,167,0,0
Wisconsin,St. Croix,1981,138,112,24,2,0,0,0,150,67,39,0,0,138,0,0,0
Wisconsin,Taylor,1981,337,298,35,4,0,0,0,115,54,35,0,0,337,0,0,0
Wisconsin,Vernon,1981,350,251,48,37,14,0,0,200,113,17,0,0,0,350,0,0
Wisconsin,Vilas,1981,167,147,18,2,0,0,0,115,54,35,0,0,167,0,0,0
Wisconsin,Walworth,1981,196,143,35,16,2,0,0,166,100,38,0,0,196,0,0,0
Wisconsin,Washington,1981,121,79,23,10,7,2,0,206,136,43,0,0,121,0,0,0
Wisconsin,Waukesha,1981,333,274,34,16,7,2,0,204,84,30,92,0,241,0,0,0
Wisconsin,Winnebago,1981,163,136,20,4,3,0,0,182,71,36,0,0,163,0,0,0
Wisconsin,Wood,1981,169,126,18,22,3,0,0,169,115,16,0,0,0,169,0,0
Alabama,Autauga,1982,245,203,36,5,0,1,0,206,67,31,0,0,166,79,0,0
Alabama,Colbert,1982,355,221,43,57,34,0,0,200,148,27,0,0,0,355,0,0
Alabama,Etowah,1982,197,108,53,32,4,0,0,192,115,48,0,0,197,0,0,0
Alabama,Jackson,1982,360,269,60,27,4,0,0,200,94,30,0,0,0,360,0,0
Alabama,Jefferson,1982,365,171,123,50,17,4,0,228,129,53,75,0,259,31,0,0
Alabama,Lauderdale,1982,354,217,53,64,20,0,0,200,132,26,0,0,0,354,0,0
Alabama,Madison,1982,315,231,64,17,3,0,0,185,90,36,0,0,315,0,0,0
Alabama,Mobile,1982,360,197,115,41,7,0,0,169,105,47,0,0,231,129,0,0
Alabama,Monroe,1982,154,146,8,0,0,0,0,90,44,28,0,0,154,0,0,0
Alabama,Morgan,1982,286,207,63,13,3,0,0,161,84,41,0,24,262,0,0,0
Alabama,Tuscaloosa,1982,190,125,49,15,1,0,0,151,100,44,0,0,190,0,0,0
Alaska,Anchorage ,1982,364,186,132,29,15,2,0,242,118,49,364,0,0,0,0,0
Alaska,Fairbanks North Star ,1982,365,253,72,26,10,4,0,216,108,24,365,0,0,0,0,0
Alaska,Kenai Peninsula ,1982,63,63,0,0,0,0,0,7,0,0,0,0,0,63,0,0
Alaska,Ketchikan Gateway ,1982,51,50,1,0,0,0,0,51,30,9,0,0,0,51,0,0
Arizona,Apache,1982,364,364,0,0,0,0,0,38,12,6,0,180,0,184,0,0
Arizona,Cochise,1982,318,172,34,48,64,0,0,200,200,47,70,0,64,184,0,0
Arizona,Coconino,1982,316,199,83,31,3,0,0,154,101,44,150,0,166,0,0,0
Arizona,Gila,1982,365,19,28,106,210,2,0,224,200,168,0,0,0,365,0,0
Arizona,Greenlee,1982,365,167,64,37,97,0,0,200,200,51,0,0,190,175,0,0
Arizona,Maricopa,1982,365,95,182,61,20,7,0,220,140,74,172,43,150,0,0,0
Arizona,Pima,1982,365,37,197,107,24,0,0,200,133,89,92,110,105,58,0,0
Arizona,Pinal,1982,328,118,58,79,73,0,0,200,195,94,0,0,0,328,0,0
Arizona,Yavapai,1982,267,236,29,1,1,0,0,179,51,35,153,0,114,0,0,0
Arizona,Yuma,1982,281,240,35,6,0,0,0,129,61,30,129,0,152,0,0,0
Arkansas,Crittenden,1982,327,284,37,6,0,0,0,116,57,13,0,0,0,327,0,0
Arkansas,Pulaski,1982,365,284,73,7,1,0,0,190,71,37,4,45,314,2,0,0
Arkansas,Union,1982,272,268,2,2,0,0,0,103,20,7,0,0,0,272,0,0
California,Alameda,1982,365,268,82,12,3,0,0,179,79,39,37,167,161,0,0,0
California,Butte,1982,365,285,73,7,0,0,0,150,67,38,106,106,153,0,0,0
California,Colusa,1982,153,101,42,9,1,0,0,164,90,43,0,0,153,0,0,0
California,Contra Costa,1982,365,239,104,15,6,1,0,203,79,47,22,169,166,8,0,0
California,El Dorado,1982,365,83,233,40,7,2,0,220,116,67,291,2,72,0,0,0
California,Fresno,1982,365,98,134,69,49,15,0,223,174,77,85,61,219,0,0,0
California,Glenn,1982,148,83,48,17,0,0,0,133,101,47,0,0,148,0,0,0
California,Imperial,1982,328,275,46,7,0,0,0,136,61,37,0,0,328,0,0,0
California,Kern,1982,365,77,170,62,51,5,0,229,164,71,5,134,157,69,0,0
California,Kings,1982,255,172,51,26,6,0,0,177,105,42,0,0,255,0,0,0
California,Lake,1982,336,311,23,2,0,0,0,108,47,32,0,0,336,0,0,0
California,Los Angeles,1982,365,8,83,91,54,129,0,300,265,151,62,125,178,0,0,0
California,Marin,1982,363,324,38,1,0,0,0,103,57,38,24,305,34,0,0,0
California,Mendocino,1982,326,323,3,0,0,0,0,84,38,28,0,0,326,0,0,0
California,Merced,1982,63,52,11,0,0,0,0,68,57,38,0,46,17,0,0,0
California,Mono,1982,301,255,41,5,0,0,0,140,59,35,155,0,146,0,0,0
California,Monterey,1982,365,343,20,2,0,0,0,108,47,34,0,109,256,0,0,0
California,Napa,1982,365,318,46,1,0,0,0,122,54,38,70,113,182,0,0,0
California,Orange,1982,365,62,160,95,19,29,0,268,177,79,7,240,116,2,0,0
California,Placer,1982,361,208,91,41,18,3,0,226,133,46,60,0,301,0,0,0
California,Riverside,1982,365,74,103,48,41,99,0,300,238,103,7,141,217,0,0,0
California,Sacramento,1982,365,160,125,44,26,10,0,229,150,57,70,99,196,0,0,0
California,San Benito,1982,363,299,53,11,0,0,0,122,71,37,0,38,325,0,0,0
California,San Bernardino,1982,365,44,107,65,25,124,0,300,264,108,0,147,216,2,0,0
California,San Diego,1982,365,72,129,83,48,33,0,260,200,93,10,117,229,9,0,0
California,San Francisco,1982,365,270,88,6,1,0,0,185,74,39,152,197,14,2,0,0
California,San Joaquin,1982,365,229,110,24,2,0,0,192,90,47,19,168,178,0,0,0
California,San Luis Obispo,1982,365,258,93,14,0,0,0,140,81,43,1,45,229,90,0,0
California,San Mateo,1982,365,344,21,0,0,0,0,79,46,28,99,98,168,0,0,0
California,Santa Barbara,1982,365,147,185,28,4,1,0,227,93,57,52,86,220,7,0,0
California,Santa Clara,1982,365,231,94,34,6,0,0,187,101,44,124,0,241,0,0,0
California,Santa Cruz,1982,364,332,27,5,0,0,0,108,49,34,0,0,364,0,0,0
California,Shasta,1982,327,250,52,23,2,0,0,164,87,37,0,0,327,0,0,0
California,Siskiyou,1982,358,341,17,0,0,0,0,87,46,31,0,0,358,0,0,0
California,Solano,1982,365,290,63,11,1,0,0,156,68,38,52,133,178,2,0,0
California,Sonoma,1982,365,334,29,2,0,0,0,101,48,35,36,111,218,0,0,0
California,Stanislaus,1982,361,211,101,40,9,0,0,187,119,47,14,187,158,2,0,0
California,Sutter,1982,286,190,59,33,4,0,0,195,105,42,0,0,286,0,0,0
California,Tulare,1982,364,156,93,34,52,29,0,224,195,57,6,159,199,0,0,0
California,Ventura,1982,365,92,98,61,60,54,0,266,208,93,5,73,287,0,0,0
California,Yolo,1982,359,294,54,10,1,0,0,200,67,35,59,0,300,0,0,0
Colorado,Adams,1982,362,205,136,21,0,0,0,115,89,48,0,123,143,96,0,0
Colorado,Arapahoe,1982,360,176,136,40,7,1,0,204,108,51,73,82,205,0,0,0
Colorado,Boulder,1982,316,227,74,13,2,0,0,187,79,43,63,0,253,0,0,0
